Transaction_ID,Customer_Name,Email,Phone_Number,Transaction_Date,Amount,Status,Country
259,Nicole Griffin,wrightwendy@gmail.com,(342)722-0928x006,6/10/2023,339.49,Canceled,Somalia
260,Todd Jimenez,dglass@yahoo.com,903.092.4086,22-02-2024,-23.36,Complete,Brunei Darussalam
261,Amy Santana,flemingkelly@gmail.com,(066)403-9965x3583,16-05-2023,-9.28,Complete,Guadeloupe
262,Anna Bailey,nathan83@yahoo.com,878-362-2627x5419,21-12-2023,-50.7,Refunded,Benin
263,Gregory Kelly,fjames@roy.org,001-113-146-6449x10526,8/10/2024,675.54,Pending,South Africa
264,Andrew Frank,micheal77@yahoo.com,001-477-596-3232x247,9/8/2023,32.3,Complete,Saudi Arabia
265,Michael Lozano,amack@johnson.net,976.808.9980,3/11/2023,61.19,Refunded,Oman
266,Eric Thompson,kristen57@fowler.com,866-137-9104,14-04-2023,904.24,Refunded,Singapore
267,Jonathan Green,anadillon@farrell.biz,(016)089-1245,19-02-2024,386.42,Pending,Ukraine
268,Dean Wheeler,kimberlymorales@yahoo.com,(294)105-4039x40089,21-10-2023,930.98,Complete,Estonia
269,Taylor Park,allenbobby@romero-johnson.net,348.860.7296x54710,30-03-2024,903.15,Canceled,Andorra
270,Jason Warren MD,jennifergriffin@evans-bruce.com,+1-064-813-2033x32857,23-01-2024,843.83,Pending,Syrian Arab Republic
271,Nicole Kelly,ostone@hotmail.com,+1-431-097-0528x9504,5/2/2024,156.02,Complete,Pitcairn Islands
272,Marie Carter,kristophernelson@gmail.com,480.805.2173x493,15-02-2025,113.51,Complete,Latvia
273,Annette Webster,theresagay@freeman-griffin.info,096-960-8533x4627,3/8/2024,808.84,Pending,San Marino
274,Nichole Griffin,allenjennifer@acevedo-wilcox.com,+1-095-361-8861x967,28-12-2024,878.08,Complete,Gibraltar
275,Frank Nelson,doyleevelyn@newton-burch.com,792.991.6372x0550,26-06-2023,74.24,Pending,Morocco
276,Hailey Davis,gregory58@brown-dalton.biz,+1 651 830 4860x99224,16-01-2024,70.17,Refunded,French Southern Territories
277,Adam Montoya,matthew46@yahoo.com,312-475-2252x846,20-01-2025,-67.62,Refunded,Fiji
278,Lisa Robles,craig45@dunn.info,(965)664-5598,18-03-2024,,Canceled,
279,Jeffrey Ramirez,jenniferalvarez@gmail.com,+1-509-474-6301x1674,23-02-2025,426.42,Canceled,Bahamas
280,Cassandra Daniels,goodwinsonya@richmond-murphy.com,766.893.9833,20-04-2023,,Complete,Burkina Faso
281,Christina Robinson,rogersstephen@yahoo.com,992.304.9951x8567,21-05-2023,757.09,Refunded,Nigeria
282,Kristen Weaver,smithjohn@shields.com,4581681387,3/4/2024,969.71,Complete,Georgia
283,Christina Lyons,longtimothy@villegas-bryant.com,181.386.2618x626,,68.62,Canceled,
284,Daniel Hall,clarkpaul@gmail.com,9429115636,,-57.16,Pending,Costa Rica
285,Monica Smith,jordanadrian@yahoo.com,(694)588-8887x424,15-04-2023,464.87,Pending,Peru
286,Laura Thompson,savila@scott.com,(607)165-4605x43160,31-01-2024,531.93,Refunded,
287,Douglas Ford,lopezclaire@hotmail.com,-4926,29-01-2025,709.45,Canceled,Macedonia
288,Glenn Smith,atkinsjames@obrien.com,+1-047-006-1966x58480,16-04-2023,551.95,Refunded,Saudi Arabia
289,Michele Arnold,vking@yahoo.com,817.372.1602,17-07-2024,574.17,Complete,Estonia
290,Joann Weiss,michaelreynolds@hotmail.com,-7900,14-09-2024,91.27,Refunded,Malawi
291,Samantha Sawyer,steven49@tran.com,593-283-2874,22-06-2024,752.28,Refunded,Portugal
292,Jesse Stein,danieljenkins@mueller.com,(838)258-3332x5822,6/3/2024,725.91,Pending,Gambia
293,Diane Turner,uboyer@gmail.com,602-869-1016,2/6/2024,789.18,Complete,Bermuda
294,Tracey Lewis,samuel47@hotmail.com,(579)704-0797x2897,28-02-2024,547.79,Canceled,Palestinian Territory
295,Veronica Thomas,lori74@rosario.biz,(338)211-1414,17-03-2025,213.59,Pending,Malaysia
296,Mark Lopez,curtisturner@cole.com,251.223.7225x18038,23-02-2025,-43.01,Complete,Norway
297,Troy Camacho,garzasusan@evans-garcia.com,001-964-460-5094x215,24-03-2023,928.22,Pending,Afghanistan
298,Cheryl Maxwell,clarkemichael@shaw.com,342-698-8414,7/7/2023,322.23,Canceled,Comoros
299,Jason Brown,gabriel92@smith.org,460.130.2876x31040,26-09-2023,859.13,Complete,Burkina Faso
300,,portercourtney@yahoo.com,690.681.7327,,602.3,Complete,Tajikistan
301,Katie Williams,parkscameron@gmail.com,+1-999-614-8246x5864,11/9/2023,673.56,Pending,Turkey
302,Timothy Ellis,aprilyoung@hotmail.com,+1-944-134-1192x6436,29-01-2025,818.54,Complete,Niue
303,Justin Pruitt DVM,christianmay@deleon.com,461.708.5284x506,26-03-2024,38,Canceled,Slovakia (Slovak Republic)
304,Brianna Oneill,abigail79@gmail.com,779-428-5007x263,18-12-2023,394.37,Canceled,Liechtenstein
305,,bakerdenise@walter-welch.com,036-233-6802x9682,9/12/2024,391.93,Complete,Pitcairn Islands
306,Tyler Benson,dkim@nguyen.biz,751.773.6576x217,25-04-2023,102.33,Complete,
307,Brandy Garcia,daniel18@hotmail.com,2283431607,28-02-2024,931.7,Canceled,Swaziland
308,William Collins,nbruce@rasmussen.com,544-956-0781x0393,1/5/2024,353.67,Complete,Chile
309,James Conner,katiemartin@pena.com,992-209-1255,3/6/2024,450.49,Pending,Burkina Faso
310,Christine Chan,wilsonstephen@gmail.com,+1-471-915-8320x60353,4/2/2025,566.99,Canceled,Russian Federation
311,Lauren Parsons,bennettchad@winters.com,+1-793-611-1109x8074,25-12-2023,,Complete,Cuba
312,Roger Austin,aaron16@schmidt-castillo.com,(556)708-8704,7/7/2024,66.96,Pending,Jordan
313,Kenneth George,christopherdavis@hotmail.com,+1-939-884-5854x8512,28-07-2024,70.98,Canceled,Qatar
314,Felicia Warner,wilsonolivia@gmail.com,572.751.0275x60188,11/9/2023,383.79,Complete,Romania
315,Ann Mullins,lisajohnson@gmail.com,049.210.4542x1923,29-04-2023,-28.69,Complete,Spain
316,,normananthony@pena.com,710.554.6940,3/11/2024,-16.88,Complete,
317,Renee Goodman,jensendaryl@johnson.biz,680-848-7687,21-03-2025,432.23,Complete,Belarus
318,Frank Owen,stephanieallen@delgado-barron.com,(591)374-4627x97628,28-05-2023,789.29,Complete,American Samoa
319,Megan Ramirez,tonyaelliott@yahoo.com,706.905.3388,2/2/2024,632.53,Canceled,Saint Lucia
320,Angela Wade,hensonvictor@nelson-ramirez.com,039-645-5423,28-10-2023,-29.73,Refunded,
321,Logan Moody,amybrooks@barber-mercado.biz,001-322-063-1829,13-09-2023,567.8,Pending,Palau
322,Melinda Allen,janetmartinez@hotmail.com,+1-933-370-9427x58823,17-11-2024,168.52,Refunded,Belize
323,,michael51@morris-garcia.com,633.969.5293x4148,,990.12,Pending,Monaco
324,Jordan Long,theodorebanks@gmail.com,001-419-917-3583,7/5/2023,671,Complete,French Guiana
325,Nicholas Tapia,melanie48@hotmail.com,326-382-0354,4/11/2024,11.37,Canceled,Vietnam
326,Kristina Williams,josethompson@yahoo.com,0692575549,26-11-2024,385.75,Pending,Korea
327,Dawn Price,heather52@paul.com,(271)837-8853,,267.84,Pending,Tokelau
328,Holly Roth,grayjames@hernandez.org,+1-355-316-4946x75528,21-05-2024,435.05,Canceled,Korea
329,Emily Rivera,icollins@hotmail.com,+1-415-586-8793x2144,15-06-2024,301.31,Refunded,Botswana
330,Michael Yang,lyoung@mosley.org,(092)208-1747x4933,13-10-2023,228.34,Canceled,
331,Michael Hampton,kmason@reynolds-davidson.com,273 788 8065x027,2/12/2023,-4.92,Complete,Uzbekistan
332,Jamie Thompson,jennifer30@james-edwards.org,691-316-3818x9184,9/7/2024,259.32,Refunded,Malaysia
333,Jennifer Smith,reynoldsmary@gibson.info,001-379-669-6265,13-06-2023,401.7,Complete,Belarus
334,Deborah Young,kingroy@wallace-mendez.com,001-624-311-7006x47311,2/2/2024,375.42,Pending,Samoa
335,Gina Murphy,kevin74@watts-romero.net,200.019.3918x519,14-08-2023,769.91,Pending,San Marino
336,James Roberts,belindajuarez@cardenas.info,001 913 192 4252,14-11-2023,986.65,Pending,Pitcairn Islands
337,Ryan Harrington,barmstrong@hotmail.com,(765)931-1869,27-08-2024,125.95,Canceled,Denmark
338,Curtis Sanders,hrobbins@hotmail.com,+1-290-529-8175x057,21-01-2025,721.85,Pending,Morocco
339,Gregory Brooks,owilson@jones.com,299-437-0656x89311,22-04-2024,70.63,Pending,Micronesia
340,Rhonda Brown,valerie89@hotmail.com,813.858.3319,11/1/2024,514.28,Complete,Cote d'Ivoire
341,Amy Stanley,nicolelowe@hotmail.com,5004330105,15-08-2024,757.67,Complete,Iraq
342,Kristin Hogan,troy37@hotmail.com,085-385-9813x7992,20-05-2024,54.77,Refunded,Japan
343,Rachael Fowler,hornejonathan@yahoo.com,449 102 9900x2811,7/8/2024,309.07,Canceled,Colombia
344,Ernest Rodriguez,scott81@davis-johnson.com,001-891-615-5823x50442,17-02-2024,24.66,Complete,Sudan
345,James Perry,hhamilton@lewis.net,-4119,4/9/2024,728.83,Complete,Palau
346,Tina Rubio,lchavez@simpson-allen.org,448.029.5176x153,2/11/2023,159.36,Pending,
347,Jeffrey Phillips,qbrooks@gmail.com,559-974-8680x0956,,3.78,Complete,Iceland
348,Chase Alvarez,cassandrahanson@yahoo.com,+1-079-622-4681x5421,28-02-2024,793.49,Refunded,Morocco
349,Michael Carpenter,jmartin@bartlett.net,337-962-6694,7/9/2023,875.67,Complete,Namibia
350,Lindsey Watson,morgan62@gibson.com,6685200772,16-01-2024,653.65,Complete,Singapore
351,Justin Holmes,natalie17@nelson.net,560-841-7944,12/10/2023,189.91,Canceled,Libyan Arab Jamahiriya
352,James Rivera,jesus35@hotmail.com,+1-570-447-4906x7213,6/11/2023,261.28,Pending,Cook Islands
353,Steven Ochoa,kristen17@stephens.info,-6882,23-10-2024,668.9,Pending,Cambodia
354,Patrick Dyer,manuelclark@maldonado.com,001-122-466-3929x97454,2/6/2023,224.16,Pending,Israel
355,,dfrey@grimes.com,+1 955 356 0369x16719,4/2/2024,98.43,Complete,Tuvalu
356,Richard Rogers,aguilarkatherine@yahoo.com,5248477175,25-01-2024,778.76,Canceled,Brunei Darussalam
357,Megan Powers,molinadaniel@gmail.com,8941694223,,958.24,Refunded,Namibia
358,Todd Vasquez,brentodom@hotmail.com,001-906-878-7028x7866,5/12/2024,110.37,Complete,Mexico
359,Kenneth Rodriguez,jamesmcgee@daniel.info,(833)571-2961x091,13-03-2025,466.05,Pending,Cape Verde
360,Walter Moore,reginalong@gmail.com,(231)510-6684x8532,8/7/2024,863.47,Complete,Malawi
361,Miranda Hayes,qhernandez@gmail.com,637.928.0395,30-10-2023,234.95,Canceled,Saint Helena
362,Frank Levine,chunter@pittman.org,001-872-963-0288x7911,,43.21,Pending,Western Sahara
363,Robert Haynes,sarah29@gmail.com,3669251664,11/7/2024,666.67,Complete,Eritrea
364,Jason Golden,laurendawson@gmail.com,-5178,28-10-2024,874.22,Complete,Norway
365,Brandon Hernandez,rdunn@gmail.com,001-590-665-5252x58941,28-08-2023,519.02,Pending,Iraq
366,Dylan Miller,david83@yahoo.com,174.968.2723x4007,18-09-2023,682.19,Complete,Switzerland
367,Katherine Cox,igibson@hill-gonzalez.com,618-446-8461,6/8/2024,412.35,Complete,Palau
368,Beth Melton,william77@jefferson-harris.com,+1-940-449-3321x864,24-08-2023,598.52,Canceled,Malta
369,Sean Padilla,franklinstephanie@hernandez.org,735-109-5309x2421,15-03-2024,756.36,Complete,Croatia
370,Christopher Davis,laurielong@yahoo.com,178.107.4398,17-12-2024,80.49,Refunded,Afghanistan
371,Jacqueline Miller,hhess@gmail.com,001-993-162-1065x18847,1/1/2025,976.09,Refunded,Suriname
372,Emma Sims,pauljones@gmail.com,(500)094-5378,22-12-2024,850.47,Complete,Barbados
373,Maurice Bentley,charlesmullen@gmail.com,901-898-7373x8373,9/10/2024,599.79,Complete,Falkland Islands (Malvinas)
374,Ryan Kennedy,garciadaniel@elliott.com,083.283.0527x5366,5/10/2024,-58.73,Canceled,Cambodia
375,Dawn Alvarez,cunninghammary#hotmail.com,(233)503 4946x545,29-04-2023,167.64,Complete,Morocco
376,Marie Hall,edwardscatherine@price-wheeler.com,6699691320,2/1/2025,661.66,Complete,Congo
377,Daniel Gentry,edwardscorey@tran-davis.com,(310)953-6210x82647,31-05-2024,5.65,Canceled,Malaysia
378,David Campbell,stephaniemurphy@gmail.com,369-483-0877x42102,14-06-2024,904.76,Pending,Gibraltar
379,Tammy Lucas,kentbuchanan@gmail.com,-3650,5/12/2024,496.36,Canceled,Albania
380,Mary Mathews,imanning@hotmail.com,7884086623,19-10-2023,928.15,Pending,Montserrat
381,Heidi Jackson,lewischristian@alexander.com,(909)054-7894x79774,27-05-2024,-27.57,Complete,Anguilla
382,Theresa Campos,eelliott@mckee.com,001-633-003-8176,17-06-2023,902.88,Refunded,
383,Elizabeth Shaw,cordovabenjamin@hotmail.com,(496)897-3022x028,2/10/2024,896.4,Pending,Saint Pierre and Miquelon
384,Marc Thompson,ginacortez@callahan.biz,027-928-9442,14-07-2023,829.09,Pending,Lesotho
385,Thomas Perez,victoriamcgee@kennedy.biz,-7705,19-08-2023,433.93,Complete,Singapore
386,Emily Coleman,powelldavid@gibbs.net,+1-972-684-0269x886,10/7/2023,193.96,Canceled,Finland
387,Samuel Butler,qparsons@yahoo.com,(312)261-8173,16-07-2023,705.31,Pending,Suriname
388,Kristen Moody,pamela92@yahoo.com,410-801-9107x89607,1/2/2025,576.03,Complete,Guadeloupe
389,Deborah Knight,jacob51@yahoo.com,8223624463,10/7/2023,8.5,Pending,Iran
390,Scott Duran,brookslauren@payne-coleman.org,(372)855-4004x2382,10/7/2024,,Canceled,Japan
391,Jessica Chambers,davissarah@hotmail.com,+1-732-454-6430x8865,19-06-2023,967.55,Refunded,Palau
392,Debbie Frank,vincentfrank@ryan-gonzalez.info,6077133848,6/7/2023,82.08,Pending,France
393,Kenneth Kramer,meagangonzalez@yahoo.com,001-572-689-9256x2108,17-05-2023,987.62,Pending,
394,Bobby Stewart,thomas86@yahoo.com,+1-674-099-9920x456,2/6/2024,609.93,Canceled,Antarctica (the territory South of 60 deg S)
395,Virginia Brown,smithsandra@yahoo.com,001-369-416-2956x36554,14-11-2023,430.16,Canceled,Malta
396,Dawn Chandler,nelliott@yahoo.com,001-629-489-3387x8974,7/3/2025,852.61,Pending,Argentina
397,Jonathan Castillo,lanebrett@hotmail.com,(008)239-2159x16280,29-01-2025,285.51,Canceled,Niue
398,Sheri Erickson,cathy58@gmail.com,001-563-530-8220,19-10-2024,39.16,Canceled,Tonga
399,Tammie Mccormick,carlramirez@hotmail.com,598.826.3838,23-03-2024,921.1,Refunded,Afghanistan
400,Joshua Harris,anitatorres@johnson.com,001-350-090-8531x445,25-03-2023,366.36,Complete,Saint Barthelemy
401,Susan Zimmerman,wgonzalez@sullivan.biz,991.821.6772x76321,14-11-2023,526.68,Refunded,Saint Vincent and the Grenadines
402,Megan Wright,omitchell@gmail.com,001-424-550-4805,8/10/2024,210.03,Refunded,Kyrgyz Republic
403,Nicholas Clark,sgraham@hotmail.com,304-723-3146,31-08-2023,905.28,Pending,Finland
404,Kimberly Hill,greenryan@mclaughlin.com,(426)020-9605,1/12/2024,985.15,Pending,Cote d'Ivoire
405,Charles Smith,rossheather@hotmail.com,001-860-327-2451,27-08-2023,674.59,Complete,New Zealand
406,Kristin Manning,agibson@owens.com,0505763976,21-05-2024,48.74,Pending,Saint Helena
407,Michael Wilson,qwilliams@yahoo.com,131.858.5899x6215,30-03-2024,508.62,Pending,Solomon Islands
408,Michael Walker,lindsay68@schultz.com,(136)625-8700,11/9/2023,821.43,Canceled,Hong Kong
409,Matthew Serrano,jacquelinebrewer@hotmail.com,001-655-108-1595x472,18-07-2024,500.21,Complete,Cocos (Keeling) Islands
410,Brett Davis,ypotts@gmail.com,585-302-8994x7630,27-03-2023,11.79,Complete,Croatia
411,Jeremy Butler,vstrickland@wilson.com,+1-424-691-4257x00134,3/3/2024,469.21,Pending,Monaco
412,Robert Curtis,kcastillo@nunez.biz,774.423.1172,5/9/2024,632.27,Refunded,Montenegro
413,James Lee,macdonaldmichael@yahoo.com,+1-840-678-9606x4179,11/12/2024,824.58,Complete,Trinidad and Tobago
414,Anthony Castaneda,julieclark@cox-cummings.net,+1-294-300-8123x45001,30-07-2024,833.9,Complete,Reunion
415,Edward Gray PhD,itucker@townsend.com,+1-888-675-7998x1534,29-04-2023,257.94,Complete,Bahrain
416,Christina Anderson,matthewwilliams@park.com,416.530.1833x9069,6/12/2023,562.3,Canceled,France
417,Jessica Smith,dale72#gmail.com,001-949-149-2632,24-04-2023,168.59,Refunded,San Marino
418,Vincent Anderson,alexanderdiaz@smith-blackwell.com,6457819446,27-05-2024,159.44,Complete,Guyana
419,Brian Goodman,marystrickland@michael.com,+1-880-002-6540x7192,,38.05,Pending,Croatia
420,Deborah Allen,charleshampton@bowen.info,484-753-6021x520,24-11-2023,46.82,Pending,Iraq
421,Sarah Mathews,rwhite@gmail.com,+1-018-314-4229x793,,796.82,Refunded,Cook Islands
422,Eric Wallace,sara66@king-harrell.biz,+1-487-086-1220x574,6/2/2025,98.76,Pending,Norfolk Island
423,Jennifer Mcclain,elizabeth65@pugh-edwards.com,1410088342,26-01-2025,156.82,Pending,Egypt
424,Alex Andersen,russelljustin@valencia.com,001 256 082 5458x283,27-04-2024,61.94,Canceled,Liberia
425,Sarah Estrada,jenningsnicole@luna.com,(676)344-7998,15-03-2025,126.78,Refunded,Bermuda
426,Gregory Mcintyre,harringtonshannon@lamb-fisher.com,804-153-1692x1956,21-11-2024,701.94,Refunded,Singapore
427,Thomas Smith,rachel18@watson.com,(423)375-9154x79258,14-06-2024,382.63,Complete,British Indian Ocean Territory (Chagos Archipelago)
428,Danielle Smith,aaronjones@gmail.com,8156035732,31-07-2024,145.72,Refunded,Sierra Leone
429,Donald Williams,crystalmartin@scott-stevenson.com,+1-183-298-4516x3674,29-09-2024,788.03,Refunded,Malta
430,Thomas May,allison91@yahoo.com,(316)298-0112x4829,18-07-2024,540.41,Complete,Malta
431,Ashley Rojas,allendustin@aguilar.com,001-099-075-5506x115,21-01-2025,138.71,Refunded,Malawi
432,Carlos Jackson,lpeterson@garza.com,(109)393-0370,12/3/2025,941.54,Pending,Cambodia
433,Lisa Vazquez,nortonrose@gmail.com,3496660246,2/8/2023,162.4,Refunded,Malta
434,Elijah Larson,holmesjohn@matthews.com,448.495.2091x4122,28-11-2024,570.39,Refunded,Jersey
435,Denise Rodriguez,noah87@kerr-wilson.com,+1-871-612-1295x260,14-08-2024,944.51,Canceled,Fiji
436,Marcus Taylor,irobertson@hunter.net,892-374-8090x04873,16-04-2023,-99.09,Canceled,Brunei Darussalam
437,Curtis Jones,morrisjacqueline@gmail.com,+1-543-488-8077x57480,24-02-2024,44.27,Complete,Tokelau
438,Raymond Powell,burgessmegan@miller.com,-4306,15-06-2023,-82.23,Refunded,Tonga
439,Joseph Holmes,jimenezjohnny@yahoo.com,(160)584-5473,1/10/2023,268.71,Pending,Saint Helena
440,Karen Blake,kimberly72@taylor-sharp.com,581-697-0759,12/2/2024,880.34,Pending,
441,,brenda76@allen.biz,001-018-703-6906x406,20-11-2024,323.29,Refunded,Germany
442,Thomas Ford,carrgary@carson.biz,(889)136-1188x244,15-03-2025,999.31,Complete,French Southern Territories
443,Erica Ray,edwardlee@hotmail.com,(808)585-7859,27-07-2024,933.55,Pending,Saint Helena
444,Daniel Morgan,marcjackson@martin.info,005-347-1788,9/8/2023,807.56,Refunded,United Kingdom
445,Robert Johnson,jacksonjeremy@gmail.com,+1-542-700-2445x5533,25-05-2023,917.01,Refunded,Costa Rica
446,James Hernandez,davidhawkins@riley.com,088-534-3732x69462,8/11/2023,622.96,Pending,New Caledonia
447,James Jones,bradleybryan@gmail.com,+1-722-518-2227x760,30-08-2023,874.71,Pending,Falkland Islands (Malvinas)
448,Sandra Clark,hatfieldallison@noble-williams.org,(319)540-8517x93033,17-11-2023,820.92,Pending,Cambodia
449,James Chavez,evazquez@barnett.net,3872576936,9/1/2025,648.7,Complete,Eritrea
450,Andrew Ramsey,ccrawford@gmail.com,001-305-145-2103x728,6/9/2023,166.93,Complete,Faroe Islands
451,Brenda Montgomery,oneillkathryn@hotmail.com,0337134311,18-09-2024,294.44,Pending,Slovakia (Slovak Republic)
452,,ysmith@horn.com,970-853-9218x96979,3/7/2023,462.53,Complete,Cocos (Keeling) Islands
453,Amber George DDS,martin05@yahoo.com,603.234.2389x07334,23-07-2023,78.65,Complete,Comoros
454,Tina Hughes,wsosa@wiggins.net,034.326.3548x2013,11/12/2023,612.79,Canceled,Latvia
455,Steve Bradley,mboone@yahoo.com,(268)179-8569,8/6/2024,303.4,Pending,Serbia
456,Katrina Martin,michael01@terrell-white.biz,(317)810-2946x53840,16-11-2024,208.03,Pending,
457,Brian Moore,zachary41@nelson.info,033-989-2390x74069,24-04-2023,997.2,Complete,Marshall Islands
458,Walter Garcia,nathaniel78#henderson-miller.com,7207853228,20-12-2024,680.78,Canceled,Swaziland
459,Beverly Jacobson,grahamnancy@gmail.com,603-774-4640,29-12-2024,287.82,Complete,Italy
460,Brett Ortega,tiffany16@perez-arnold.com,388.532.8896x288,24-04-2023,704.51,Complete,Finland
461,Joseph Charles,michelle44@thomas.com,(631)829-3352x41181,21-06-2023,351.6,Pending,Afghanistan
462,Tyler Cruz,brianmcdonald@jennings.com,(175)565-6830x3495,7/2/2025,797.5,Pending,Hungary
463,Charles Lara,radkins@arnold-brown.org,001-706-729-9863x28406,30-07-2024,619.06,Canceled,Greenland
464,Bob Krause,brownlaura@austin.com,(588)149-9414,14-01-2024,153.53,Complete,Solomon Islands
465,Elizabeth Francis,carlakane@gmail.com,933-918-1795x8661,,597.32,Pending,Liechtenstein
466,Donna Sanchez,chowell@hotmail.com,922.867.8752x154,31-03-2023,47.11,Pending,Israel
467,John Harrison,jlong@hernandez.com,948-862-3015x869,12/2/2024,123.63,Pending,Cameroon
468,Valerie Walter,andrewstewart@gutierrez.com,081.827.4834x98399,25-12-2023,-16.74,Refunded,Guinea
469,Peter Mckee,jill16@hotmail.com,-5572,20-09-2023,704.1,Refunded,Turkey
470,David Baldwin,ytorres@yahoo.com,6873266311,13-07-2024,438.08,Refunded,Turkmenistan
471,Dr. John Martinez,kaylaperry@vasquez-goodman.com,936.959.4477x58797,,503.94,Pending,Finland
472,Laura Santiago,stephenclark@yahoo.com,953-729-9749x9195,23-09-2023,336.42,Complete,France
473,Jennifer Wall,traviskyle@phillips.org,231-465-7660x565,1/5/2024,351.89,Canceled,Panama
474,Luis Brown,sheilahawkins@hotmail.com,001-424-225-5909x702,31-08-2024,917.75,Pending,Guinea-Bissau
475,William Reyes,andrewmorales@nelson.net,814-995-0029,29-09-2024,-57.87,Pending,Kyrgyz Republic
476,Bruce Mata,vincenthanna@yahoo.com,496-561-8148x36024,29-06-2023,220.79,Complete,Turkmenistan
477,James Hansen,jessicadavis@yahoo.com,717.473.6740,26-03-2024,330.23,Pending,Pakistan
478,Mr. Michael Flores,emily54@smith.com,001-305-861-3498x83146,2/8/2024,773.14,Canceled,Ethiopia
479,David Blackburn,nicholas79@hotmail.com,212.276.1950,24-05-2024,337.31,Pending,Chile
480,Hannah Lawson,jkim#yahoo.com,+1-186-428-8473x0198,7/7/2024,,Pending,Brazil
481,Andrea Blanchard,hartrichard@wilson.com,999-901-8042x899,2/2/2024,62.4,Refunded,South Africa
482,James Robinson,rodriguezchristopher@may-johnson.com,(603)679-0348,3/1/2025,752.28,Canceled,Greenland
483,Richard Thomas,bwallace@hotmail.com,(397)460-1508x684,17-03-2024,,Canceled,Bolivia
484,Ashley Floyd,abrown@gmail.com,711.951.0229,28-01-2024,983.31,Refunded,Aruba
485,,brianyoung@duffy-dodson.info,5264912260,,845.47,Pending,Haiti
486,James Sims,jennifer57@shaffer-everett.org,001-365-994-2209,28-08-2024,430.71,Complete,Bosnia and Herzegovina
487,Angela Myers,qwinters@briggs-hunter.org,564.529.0332x64404,22-12-2023,529.89,Complete,Slovakia (Slovak Republic)
488,John Boone,patrickayala@myers.com,8503072794,,14.92,Canceled,Malaysia
489,Brandon Rivas,barneshannah@gmail.com,(889)491-8706,25-10-2024,917.27,Complete,Madagascar
490,Ashley Miller,pattersonjoshua@hotmail.com,+1-779-658-5871x84566,18-10-2023,-52.44,Canceled,Samoa
491,Michelle Lozano,robinsonbrad@dixon-stevens.com,+1-193-950-5613x0204,17-08-2024,93.04,Complete,Jordan
492,Sarah Blake,taylortheresa@webb.com,017 467 5135,14-07-2024,900.48,Refunded,Bangladesh
493,Steven Perry,adamsstephen@hotmail.com,396 135 7926x4046,6/9/2024,224.95,Refunded,Eritrea
494,Derrick Murillo,kmatthews@gomez-shields.com,465-217-2098x6374,18-08-2024,146.88,Pending,Marshall Islands
495,Brett Flores,samantha66@figueroa.org,(088)297-6735x38915,14-06-2023,,Canceled,Congo
496,Alexander Malone,jhuang@moore.com,001-567-472-9583x84733,23-12-2024,553.58,Refunded,Slovakia (Slovak Republic)
497,Anthony Nguyen,perrymatthew@gmail.com,001-597-240-3642,15-07-2024,-7.69,Refunded,Finland
498,Sandra Black,taylorprice@sanchez.com,001-796-865-1242x8054,29-01-2025,764.91,Canceled,Bahrain
499,Nicholas Woods,fdavis@hotmail.com,+1-064-181-6811x9458,19-08-2023,775.44,Canceled,Western Sahara
500,Jennifer Mckenzie,ijohnson@rhodes.biz,624.513.0548x99720,22-03-2024,457.67,Pending,Turkmenistan
